BD|Correção
USP,Instituto Butantã|Universidade de São Paulo
USP,Instituto de Biociências|Universidade de São Paulo
USP,Instituto de Eletrotécnica e Energia|Universidade de São Paulo
USP,Instituto de Estudos Avançados|Universidade de São Paulo
USP,Instituto de Física|Universidade de São Paulo
USP,Instituto de Psicologia|Universidade de São Paulo
USP,Instituto do Coração|Universidade de São Paulo
USP/Bauru|Universidade de São Paulo
USP/CENA|Universidade de São Paulo
USP/ESALQ|Universidade de São Paulo
USP/ESALQ/NUPEGEL|Universidade de São Paulo
USP/FZEA|Universidade de São Paulo
USP/Leste|Universidade de São Paulo
USP/Ribeirão Preto|Universidade de São Paulo
USP/São Paulo|Universidade de São Paulo
USP/SEL|Universidade de São Paulo
USP/SP|Universidade de São Paulo
USPÂ  - Universidade de São Paulo|Universidade de São Paulo
USP-Cena|Universidade de São Paulo
USP-DER|Universidade de São Paulo
USP-ESALQ|Universidade de São Paulo
USP-FMVZ|Universidade de São Paulo
USP-Policlínico Santa Teresa|Universidade de São Paulo
USP-Ribeirão Preto|Universidade de São Paulo
USP-RP|Universidade de São Paulo
USP-São Carlos|Universidade de São Paulo
USPSM|Universidade de São Paulo
USP-SP|Universidade de São Paulo
UTFPR - Federal Technological University of Parana|Universidade Tecnológica Federal do Paraná
UTFPR - Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná
UTFPR,Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná
UUFRGS|Universidade Federal do Rio Grande do Sul
Vale do São Francisco Federal University|Universidade Federal do Vale do São Francisco
Vale do Sapuca University(UNIVAS)|Universidade do Vale do Sapucaí
Vale do Sapucaí University|Universidade do Vale do Sapucaí
Vales do Jequitinhonha e Mucuri Federal University|Universidade Federal dos Vales do Jequitinhonha e Mucuri
Veterinary College São Paulo University|Universidade de São Paulo
VHospital Militar Carlos J. Finlay|Hospital Militar "Carlos J. Finlay"
VIAPAR|Instituto Agronômico do Paraná
Vila Velha Hospital e Santa Casa de Vitória|Hospital da Santa Casa de Misericórdia de Vitória
VIUniversidade Estadual de Pernambuco|Universidade de Pernambuco
Walter Cantídeo Universitary Hospital|Universidade Federal do Ceará
Walter Cantidio University Hospital|Universidade Federal do Ceará
Walter Cantídio University Hospital|Universidade Federal do Ceará
Washington University in Saint Louis|Washington University in St. Louis
Washington University in St|Washington University in St. Louis
Washington University in St. Louis|Washington University in St. Louis
Washington University School of Medicine, Saint Louis|Washington University in St. Louis
Weinmann Laboratório|Laboratório Weinmann
Weinmann Laboratório LTDA|Laboratório Weinmann
Weinmann Laboratório Ltda.|Laboratório Weinmann
Weinmann Laboratory|Laboratório Weinmann
Weinmann Laboratory LTDA|Laboratório Weinmann
West Federal University of Pará|Universidade Federal do Oeste do Pará
West Paraná State University|Universidade Estadual do Oeste do Paraná
Western Parana State University|Universidade Estadual do Oeste do Paraná
Western Paraná State University|Universidade Estadual do Oeste do Paraná
Western Paraná University|Universidade Estadual do Oeste do Paraná
Western Santa Catarina University|Universidade do Oeste da Santa Catarina
Western State University of Paraná|Universidade Estadual do Oeste do Paraná
Westfaelische Wilhelms-University Muenster|Westfälische Wilhelms-Universität Münster
Westfälische Wilhelms|Westfälische Wilhelms-Universität Münster
Westfälische Wilhelms-Universität|Westfälische Wilhelms-Universität Münster
Westfälische Wilhelms-Universität Münster|Westfälische Wilhelms-Universität Münster
Westfälische Wilhelms-Universität Münster/Alemania|Westfälische Wilhelms-Universität Münster
WHO (World Health Organization)|World Health Organization
WHO Afghanistan Country Office|World Health Organization
WHO Colaborating Center for Research and Training in Parasitic Disease|World Health Organization
WHO Collaborating Center for Nursing Research Development|World Health Organization
WHO Collaborating Centre|World Health Organization
WHO Collaborating Centre for Applied Medical Malacology and Schistosomiasis Control|World Health Organization
WHO Collaborating Centre for Community Control of Hereditary Disorders|World Health Organization
WHO Collaborating Centre for Education|World Health Organization
WHO Collaborating Centre for Nursing Research Developmen|World Health Organization
WHO Collaborating Centre for Nursing Research Development|World Health Organization
WHO Collaborating Centre for Oral Cancer and Precancer|World Health Organization
WHO Collaborating Centre for Oral Health Care Planning and Future Scenarios|World Health Organization
WHO Collaborating Centre for Research and Control on Schistosomiasis in Lake Region|World Health Organization
WHO Collaborating Centre on Nutrition Changes and Development|World Health Organization
WHO Collaborating Centre on Public Health Aspects of Osteoporosis and Rheumatic Diseases|World Health Organization
WHO Collaborative Centre in Reproductive Health|World Health Organization
WHO Collaborator Center for Nursing Research Development|World Health Organization
WHO Dhaka|World Health Organization
WHO European Office for Investment for Health and Development|World Health Organization
WHO Global Oral Health Programme|World Health Organization
WHO Global Specialized Reference Laboratory|World Health Organization
WHO Indonesia Office|World Health Organization
WHO Laboratory|World Health Organization
WHO Mekong Malaria Programme|World Health Organization
WHO PAHO|World Health Organization
WHO Pneumococcal Reference Center|World Health Organization
WHO Regional Office for Africa|World Health Organization
WHO Regional Office for Europe|World Health Organization
WHO Regional Office for South-East Asia|World Health Organization
WHO Regional Office for the Americas|World Health Organization
WHO Regional Office for the Eastern Mediterranean|World Health Organization
WHO Regional Office for the Western Pacific|World Health Organization
WHO Representative in Sudan|World Health Organization
WHO Representative Office|World Health Organization
WHO Representative’s Office|World Health Organization
WHO Special Programme for Research and Training in Tropical Diseases|World Health Organization
WHO Tobacco Free Initiative|World Health Organization
WHO Western Pacific Measles Regional Reference Laboratory|World Health Organization
WHO Working Group on HIV Incidence Assays|World Health Organization
WHO/Framework Convention on Tobacco Control Project|World Health Organization
WHO/OIE/FAO Collaborating Centre for Reference and Research on Leptospirosis|World Health Organization
WHO-CCR in Human Reproduction|World Health Organization
WHO-ERC Secretariat|World Health Organization
World Health Organisation|World Health Organization
World Health Organization (WHO)|World Health Organization
World Health Organization Collaborating|World Health Organization
World Health Organization Collaborating Center|World Health Organization
World Health Organization Collaborating Center for Community Genetics and Education|World Health Organization
World Health Organization Country Office|World Health Organization
World Health Organization Office|World Health Organization
World Health Organization Office for Europe|World Health Organization
World Health Organization Patient Safety|World Health Organization
World Health Organization Regional Office|World Health Organization
World Health Organization Regional Office for South-East Asia|World Health Organization
World Health Organization Regional Office for the Eastern Mediterranean|World Health Organization
World Health Organization Regional Office for the Western Pacific|World Health Organization
World Health Organization Representation in Chile|World Health Organization
World Health Organization Representative Office|World Health Organization
World Health Organization Representative to Thailand|World Health Organization
World Health Organization to Trinidad and Tobago|World Health Organization
World Health Organization, Geneva, Switzerland|World Health Organization
World Health Organization's Collaborating Center for Physical Activity and Health Promotion|World Health Organization
York St John University|York St John University
York St. John University|York St John University
Yunnan University|Yunnan University
Yunnan University of Nationalities|Yunnan University
Yunnan University, Kunming|Yunnan University
Yunzuncu Yil University|Yüzüncü Yıl Üniversitesi
Yuzuncu Y&#305;l University|Yüzüncü Yıl Üniversitesi
Yüzüncü Y&#305;l University|Yüzüncü Yıl Üniversitesi
Yüzüncü Y1l University|Yüzüncü Yıl Üniversitesi
Yuzuncu Yil University|Yüzüncü Yıl Üniversitesi
Yüzüncü Yil University|Yüzüncü Yıl Üniversitesi
Yuzuncu Yil University School of Medicine|Yüzüncü Yıl Üniversitesi
Yuzuncu Yil University School of Medicine Van Turkiye|Yüzüncü Yıl Üniversitesi
Zootecnista do Biotério Central da Universidade Estadual de Maringá|Universidade Estadual de Maringá
Zootecnista DZO/UFV|Universidade Federal de Viçosa
 Centre for Advanced Research in Medical Mycology, Department of Medical Microbiology, PGIMER|Institute of Medical Education and Research
 Centro de Biologia Molecular e Engenharia Genética, Universidade Estadual de Campinas|Universidade Estadual de Campinas
¬ Centro de Estudos de Cultura Contemporânea|Centro de Estudos de Cultura Contemporânea
 Centro de Investigação em Biodiversidade e Recursos Genéticos, Campus Agrário de Vairão, Universidade do Porto|Universidade do Porto
 Companhia de Água e Esgoto de Brasília|Companhia de Saneamento Ambiental do Distrito Federal
 Consejo Nacional de Investigaciones Científicas y Técnicas|Consejo Nacional de Investigaciones Científicas y Técnicas
 Cooperativa Central de Pesquisa Agrícola|Cooperativa Central de Pesquisa Agrícola (VER)
 Departamento de Biología, Universidad de Las Palmas de Gran Canaria|Universidad de Las Palmas de Gran Canaria
 Departamento de Ciencias Médico Veterinarias, Universidad Autónoma Agraria Antonio Narro, Torreón|Universidad Autónoma Agraria Antonio Narro
 Departamento de Genética e Morfologia, Instituto de Ciências Biológicas, Universidade de Brasília|Universidade de Brasília
 Departamento de Genética Médica, Faculdade de Ciências Médicas, Universidade Estadual de Campinas|Universidade Estadual de Campinas
 Departamento de Genética y Bioestadística, Facultad de Medicina Veterinaria y Zootecnia, Universidad Nacional Autónoma de México, México|Universidad Nacional Autónoma de México
 Departamento de Nutrição, Universidade de Brasília|Universidade de Brasília
 Departamento de Pediatria, Faculdade de Ciências Médicas, Universidade Estadual de Campinas|Universidade Estadual de Campinas
 Departamento de Reproducción, Facultad de Zootecnia, Universidad Autónoma de Chihuahua, Chihuahua|Universidad Autónoma de Chihuahua
 Department of Biochemistry, Maltepe University, School of Medicine|Maltepe University
 Department of Cardiology, Safak Hospital|Safak Hospital
 Department of Dermatology, Xijing Hospital, Fourth Military Medical University|Fourth Military Medical University
 Department of Medical Biology, Maltepe University, School of Medicine|Maltepe University
 Department of Medical Biology, Marmara University|Marmara Üniversitesi
 Department of Molecular Biology, Namik Kemal University, Faculty of Arts and Sciences|Namik Kemal Üniversitesi
 Department of Molecular Genetic Toxicology, Nanjing Medical University|Nanjing Medical University
 Department of Natural History, Royal Ontario Museum|Royal Ontario Museum
 Department of Occupational and Environmental Medicine, St. Mary's Hospital, The Catholic University of Korea|The Catholic University of Korea
 Department of Orthopedic Surgery, Daejeon St. Mary's Hospital, College of Medicine, The Catholic University of Korea|The Catholic University of Korea
 Department of Pharmacology, The Catholic University of Korea|The Catholic University of Korea
 Department of Psychiatry, Our Lady of Mercy Hospital, The Catholic University of Korea|The Catholic University of Korea
 División Aracnología, Museo Argentino de Ciencias Naturales "Bernardino Rivadavia"|Museo Argentino de Ciencias Naturales "Bernardino Rivadavia"
 Division of Avian Infectious Diseases, National Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences|Chinese Academy Of Agricultural Sciences
 Empresa Brasileira de Pesquisa Agropecuária, Centro Nacional de Pesquisa de Soja|Embrapa Soja
 Fungal Molecular Plant Pathology Laboratory, Division of Plant Pathology, Indian Agricultural Research Institute|Indian Agricultural Research Institute
 Institute of Hansen's Disease, The Catholic University of Korea|The Catholic University of Korea
 Instituto de Botánica Darwinion, San Isidro|Consejo Nacional de Investigaciones Científicas y Técnicas
 Instituto de Pesca|Secretaria de Agricultura e Abastecimento do Estado de São Paulo
 Instituto de Química, Universidade de Brasília|Universidade de Brasília
- Laboratoire Intercisciplinaire de Recherche en Sciences de L'Action|Conservatoire National des Arts et Métiers
 Laboratório de Biologia Molecular, Departamento de Biologia Celular, Universidade de Brasília|Universidade de Brasília
 Laboratorio de Citogenética y Evolución, Departamento de Ecología, Genética y Evolución, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires|Universidad de Buenos Aires
 Laboratório de Ecotoxicologia, Universidade Santa Cecília|Universidade Santa Cecília
 Laboratório de Genética de Peixes, Coordenação de Pesquisas em Biologia Aquática, Instituto Nacional de Pesquisas da Amazônia|Instituto Nacional de Pesquisas da Amazônia
 Laboratório de Genética e Biodiversidade e Núcleo de Pesquisas Replicon, Universidade Católica de Goiás|Pontifícia Universidade Católica de Goiás
 Laboratório de Pesquisas Biológicas, Universidade Santa Cecília|Universidade Santa Cecília
 MQA-IPEN-CNEN|Instituto de Pesquisas Energéticas e Nucleares
 Neuroscience Genome Research Center, The Catholic University of Korea|The Catholic University of Korea
 Núcleo de Estudos em Poluição e Ecotoxicologia Aquática, Universidade Estadual Paulista|Universidade Estadual Paulista
 United States Department of Agriculture, Agricultural Research Service, Crop Production and Pest Control Research Unit, Purdue University, West Lafayette|Purdue University
     Exp Ediciones al Conocimiento|Universidad EAFIT
&#304;nönü University|Inönü Üniversitesi
&#34;Dr. Luis Antonio&#34; Cancer Hospital|Liga Contra o Câncer
(Annamalai University|Annamalai University
(CCT La Plata - CONICET -UNLP)|Universidad Nacional de La Plata
(CENACE), Guadalajara, México.|Comisión Federal de Electricidad
(CEPLAC-CEPEC)|Ministério da Agricultura, Pecuária e Abastecimento
(CIDEM).|Centro de Investigación y Desarrollo de Medicamentos
(CIMEQ)|Centro de Investigaciones Médico Quirúrgicas
(CIPEL), CUJAE, la Habana, Cuba.|Instituto Superior Politécnico José Antonio Echeverría
(CNPq)|Conselho Nacional de Desenvolvimento Científico e Tecnológico
(CONICET)|Consejo Nacional de Investigaciones Científicas y Técnicas
(CONICET-UNLP)|Universidad Nacional de La Plata
(CONICET-UNS)|Universidad Nacional del Sur
(CONICET-UNT)|Universidad Nacional de Tucumán
(EMBRAPA/CNPMS)|Embrapa Milho e Sorgo
(EPAGRI)|Secretaria de Estado da Agricultura e da Pesca
(EPAMIG)|Secretaria de Estado de Agricultura, Pecuária e Abastecimento de Minas Gerais
(Faculdades Integradas de Itapetininga|Fundação Karning Bazarian
(FADU-UBA)|Universidad de Buenos Aires
(FAMERP)|Faculdade de Medicina de São José do Rio Preto
(FUNFARME)|Fundação Faculdade Regional de Medicina
(HAMP-UCLA)|Universidad Centroccidental Lisandro Alvarado
(HCC)|Hospital de Clínicas Caracas
(Hospital Albert Einstein)|Hospital Israelita Albert Einstein
(HUPAZ)|Hospital Universitario de Pediatría "Dr. Agustín Zubillaga"
(IMBICE)|Instituto Multidisciplinario de Biología Celular
(INIA). CIAE-Lara|Instituto Nacional de Investigaciones Agrícolas
(INPA)|Instituto Nacional de Pesquisas da Amazônia
(Institut Català de la Salut|Institut Català de la Salut
(LABIOFAM)|Laboratorios Biológicos Farmacéuticos
(Red de Investigacion Renal (REDINREN)|Red de Investigación Renal
(UCLA)|Universidad Centroccidental Lisandro Alvarado
(UCT)|University of Cape Town
(UEM)|Universidade Estadual de Maringá
(UENF)|Universidade Estadual do Norte Fluminense
(UFAL)|Universidade Federal de Alagoas
(UFV)|Universidade Federal de Viçosa
(UNCISAL)|Universidade Estadual de Ciências da Saúde de Alagoas
(UNER)|Universidad Nacional de Rosario
(UNEXPO)|Universidad Nacional Experimental Politécnica
(UNFPA)|Fondo de Población de las Naciones Unidas
(Universidad Nacional de La Plata|Universidad Nacional de La Plata
(Universität São Paulo|Universidade de São Paulo
(UNLP)|Universidad Nacional de La Plata
(UNLP) - CONICET|Universidad Nacional de La Plata
(UNLPam-CONICET)|Universidad Nacional de La Pampa
(UNNE)|Universidad Nacional del Nordeste
(UNSE)|Universidad Nacional de Santiago del Estero
Faculdade Assis Gurgacz|Faculdade Assis Gurgacz
Universidad Nacional de Colombia, sede Amazonia|Universidad Nacional de Colombia
Universidade Federal de Roraima - UFRR|Universidade Federal de Roraima
Universidad Nacional de Colombia, Sede Bogotá|Universidad Nacional de Colombia
Escola Superior de Ciências da Saúde|Escola Superior de Ciências da Saúde
Faculdades Itapiranga|Faculdade de Itapiranga
Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais|Instituto Federal do Sudeste de Minas Gerais
Mineduc|Ministerio de Educación de Chile
Universidade Victoria de Wellington|Victoria University of Wellington
Complexo Hospitalar Santa Casa|Santa Casa de Misericórdia de Porto Alegre
Universidad Nacional de Rosario Consejo Nacional de Investigaciones CientÃ¬ficas y TÃ©cnicas|Universidad Nacional de Rosario
Universidad del Sur|Universidad Nacional del Sur
U.C.S.C.|Università Cattolica del Sacro Cuore
Universidad Autónoma Metropolitana-Iztapalapa|Universidad Autónoma Metropolitana
Universidad del Atlántico|Universidad del Atlántico
Università degli Studi di Bari|Università degli Studi di Bari Aldo Moro
Instituto Oswaldo Cruz, Fiocruz|Fundação Oswaldo Cruz
Laboratorio de Oncología y Genética Molecular|Clínica Las Condes
Instituto de Botânica|Instituto de Botânica
Universidad Rómulo Gallegos|Universidad Nacional Experimental de los Llanos Centrales Rómulo Gallegos
Universidade de Vanderbilt|Vanderbilt University
Erasmus University Rotterdam|Erasmus Universiteit Rotterdam
Los Alamos National Laboratory|University of California
Univ. Federal do Paraná|Universidade Federal do Paraná
Secretaría de Salud Distrital de Barranquilla|Secretaría de Salud Distrital de Barranquilla
Instituto de Fitosanidad|Colegio de Postgraduados
Instituto de Documentación e Información Científica y Tecnológica|Instituto de Documentación e Información Científica y Tecnológica
Centro Municipal de la Mujer|Consejo Municipal de la Mujer
Escola Superior de Agricultura 'Luiz de Queiroz'|Universidade de São Paulo
Centro de Investigaciones de Plagas e Insecticidas|Ministerio de Ciencia, Tecnología e Innovación Productiva
Universidad Austral de Buenos Aires|Universidad Austral de Argentina
Ação Comunitária de Saúde|Sanatorinhos Ação Comunitária de Saúde
Laboratório Central Noel Nutels|Sistema Nacional de Laboratórios de Saúde Pública
Hospital de Cruces|Universidad del País Vasco
Centro Universitário de João Pessoa - Unipê|Centro Universitário de João Pessoa
Indiana University|Indiana University
Faculdade de Medicina de São José do Rio Preto|Faculdade de Medicina de São José do Rio Preto
Regional Integrated University of High Uruguay and Missions|Universidade Regional Integrada do Alto do Uruguai e das Missões
Instituto Terra Brasilis|Instituto Terra Brasilis
Sri Krishnadevaraya University|Sri Krishnadevaraya University
Hospital Universitario Dr. José Eleuterio González|Universidad Autónoma de Nuevo León
Servicio Nacional del Chagas|Universidad Nacional de Córdoba
Instituto Nacional de Antropología e Historia|Instituto Nacional de Antropología e Historia
Universidad Tecnológica Equinoccial|Universidad Tecnológica Equinoccial
Clínica Alfredo Hatlpern|Clínica Alfredo Hatlpern
UNC|Universidad Nacional de Córdoba
U.N.Ca.|Universidad Nacional de Catamarca
Univ. Federal do Rio de Janeiro|Universidade Federal do Rio de Janeiro
School of Electronics and Communication Engg|Shri Mata Vaishno Devi University
Instituto Nacional de Salud Pública|Instituto Nacional de Salud Pública
Universidad de Ciencias Aplicadas y Ambientales U.D.C.A|Universidad de Ciencias Aplicadas y Ambientales
Institut für Kernphysik|Universität zu Köln
UFERJ|Universidade Federal do Rio de Janeiro
Univ. de Los Andes|Universidad de los Andes
FAPA|Faculdade Paulistana
Santa Casa de Campo Grande|Associação Beneficente de Campo Grande
Escola Bahiana de Medicine e Saúde Pública|Fundação Bahiana para Desenvolvimento das Ciências
Sociedad Española del Dolor (SED)|Sociedad Española del Dolor
Hospital General Dr. Manuel Gea. González|Hospital General Dr. Manuel Gea. González
DCBS/CFT/UFPB|Universidade Federal da Paraíba
cem-ucv|Universidad Central de Venezuela
Fundação Universidade Estadual de Maringá|Universidade Estadual de Maringá
FEI|Fundação Educacional Inaciana Pe. Sabóia de Medeiros
Universidade Nihon|Nihon University
Universidade Paris 8|Université Paris 8
Instituto de Pesca|Secretaria de Agricultura e Abastecimento do Estado de São Paulo
Enteral Feeding Team Hospital Garcia de Orta|Hospital Garcia de Orta
Universidade Federa de Pelotas|Universidade Federal de Pelotas
Consejo Nacional de Investigaciones Científicas y Técnicas|Consejo Nacional de Investigaciones Científicas y Técnicas
Universidad Santiago de Cali|Universidad Santiago de Cali
IB-Salut|Consejería de Salud
Fundación Universitaria Luis Amigó|Fundación Universitaria Luis Amigó
Embrapa-Centro Nacional de Pesquisa de Solos|Empresa Brasileira de Pesquisa Agropecuária
Universidade Federal do Rio Grande do Sul (UFRGS)|Universidade Federal do Rio Grande do Sul
Universidade Federal de Santa Maria (UFSM)|Universidade Federal de Santa Maria 
Hospital Universitário Pedro Ernesto|Universidade do Estado do Rio de Janeiro
Università Campus Bio-Medico|Università Campus Bio-Medico di Roma
Sociedad Española de Nutrición Básica y Aplicada (SENBA)|Sociedad Española de Nutrición Básica y Aplicada
Universidade Lusófona de Humanidades e Tecnologias|Universidade Lusófona de Humanidades e Tecnologias
Universidade do Estadol do Rio de Janeiro|Universidade do Estado do Rio de Janeiro
Laboratório Nacional de Luz Síncrotron|Laboratório Nacional de Luz Síncrotron
Technische Universität Berlin|Technischen Universität Berlin
Universidad de Ciencias Médicas de las FAR|Universidad de Ciencias Médicas de las FAR
CICTERRA-CONICET-Universidad Nacional deCórdoba|Universidad Nacional de Córdoba
Hospital da Lagoa|Hospital Federal da Lagoa
Universidade Estadual da Paraiba  UEPB|Universidade Estadual da Paraíba
Prefeitura de Belo Horizonte|Prefeitura de Belo Horizonte
Centro Tecnológico do Exército|Exército Brasileiro
VOT Imagem|VOT Imagem
Centro de Tecnologia Mineral|Ministério da Ciência, Tecnologia e Inovação
Banco de la República|Banco de la República de Colombia
Sociedad de Cirujanos de Chile|Sociedad de Cirujanos de Chile
University of East Anglia|University of East Anglia
, Universidad Nacional de Colombia|Universidad Nacional de Colombia
Università degli Studi di Milano|Università degli Studi di Milano
Complexo Hospitalario de Santiago de Compostela (CHUS)|Universidad de Santiago de Compostela
Bezmialem University|Bezmiâlem Vakıf Üniversitesi
Centro de Estudos de Cultura Contemporânea|Centro de Estudos de Cultura Contemporânea
Santa Paula Hospital|Hospital Santa Paula
National Reference Centre for Measles, Mumps and Rubella|Robert Koch Institut
Netcare Linksfield Clinic|Netcare Linksfield Hospital
Renner Sayerlack S.A|Renner Sayerlack S.A
Universidade de Santiago|Universidad de Santiago de Compostela
King's College London Dental Institute|King's College London 
Centro Salud de Priego|Centro Salud Priego de Córdoba
Instituto Superior de Ciencias Médicas Carlos. J. Finlay|Instituto Superior de Ciencias Médicas Carlos J. Finlay
Universidad Nacional|Universidad Nacional de Colombia
tebas/opsu/ucv|Universidad Central de Venezuela
Hospital Militar Central Dr. Carlos J. Finlay.|Hospital Militar "Carlos J. Finlay"
Quatre Camins|Servicios Médicos Penitenciarios
UNLu|Universidad Nacional de Luján
Rhodia Poliamidas América do Sul|RHODIA POLIAMIDA E ESPECIALIDADES LTDA
Instituto Oswaldo Cruz-Fiocruz|Fundação Oswaldo Cruz
Hospital Mãe de Deus|Hospital Mãe de Deus
EEAOC|Estación Experimental Agroindustrial Obispo Colombres
University of Munich|Ludwig Maximilians Universität München
Universidade Estadual de Maringá (UEM)|Universidade Estadual de Maringá
Liverpool School of Tropical Medicine|Liverpool School of Tropical Medicine
IPN|Instituto Politécnico Nacional
Universidad Central de Venezuela.|Universidad Central de Venezuela
Centro de Reabilitação Dr. Henrique Santillo|Centro de Reabilitação e Readaptação Doutor Henrique Santillo
Museo Nacional de Antropología Física|Instituto Nacional de Antropología e Historia
Hospital Militar de Santiago|Hospital Militar de Santiago del General Luis Felipe Brieba Aran
CONICET|Consejo Nacional de Investigaciones Científicas y Técnicas
Clínica Calicanto|Clínica Calicanto
Hospital e Maternidade São Luiz|Hospital e Maternidade São Luiz
Agência Nacional de Compras Públicas|Agência Nacional de Compras Públicas
Universidad de los Andes|Universidad de los Andes
Hospital S. João, EPE|Centro Hospitalar de São João
Escola Superior de Saúde do Alcoitão|Escola Superior de Saúde do Alcoitão
Hokkaido University|Hokkaido University
Instituto Nacional de Investigaciones Agrícolas|Instituto Nacional de Investigaciones Agrícolas
Fundação para a Ciência e a Tecnologia|Ministério da Educação e Ciência
SAE - Serviço da Assistência Especializada|COORDENAÇÃO DE SAÚDE COLETIVA BELFORD ROXO
Agência Paulista de Tecnologia dos Agronegócios Piracicaba|Agência Paulista de Tecnologia dos Agronegócios
Ministerio de Salud y Desarrollo Social|Ministerio de Salud y Desarrollo Social
Institut de Recerca Biomèdica de Lleida (IRB Lleida)|Institut de Recerca Biomèdica de Lleida
Instituto Superior de Ciencias Médicas Carlos J. Finlay|Instituto Superior de Ciencias Médicas Carlos J. Finlay
Hospital Nacional de Niños|Hospital Nacional de Niños "Dr. Carlos Sáenz Herrera"
Universidad Juárez Autónoma de Tabasco (UJAT)|Universidad Juárez Autónoma de Tabasco
Proyecto Chagas Inesfly Bolivia|Proyecto Chagas Inesfly Bolivia
Faculdade de Psicologia|Universidade de Lisboa
Universidad de Cartagena de Indias|Universidad de Cartagena
Erasmus Medical Center|Erasmus Universitair Medisch Centrum Rotterdam
FIPECAFI|Fundação Instituto de Pesquisas Contábeis, Atuariais e Financeiras
National Institute of Genetic Engineering and Biotechnology, Shahrak-e-Pajoohesh|National Institute of Genetic Engineering and Biotechnology
Centro de Salud Utrera Sur|Centro de Salud Utrera Sur
Hospital Ofir Loyola|Hospital Ofir Loyola
EMBRAPA-Fortaleza|Empresa Brasileira de Pesquisa Agropecuária
UNC-CONICET|Consejo Nacional de Investigaciones Científicas y Técnicas
Pontífice Universidade Católica de Campinas|Pontífice Universidade Católica de Campinas
.Universidad Nacional de Colombia,|Universidad Nacional de Colombia
IFPB|Instituto Federal de Educação, Ciência e Tecnologia da Paraíba
Hospital San Juan de Dios.|Hospital San Juan de Dios
Faculdades Integradas Maria Imaculada|Instituto Maria Imaculada
Universidade Tuiuti do Paraná - UT|Universidade Tuiuti do Paraná
Universidade Estadual de Londrina (UEL)|Universidade Estadual de Londrina 
Centro de Investigaciones Médico Quirúrgicas|Centro de Investigaciones Médico Quirúrgicas
Escola Agrotécnica Federal de Rio do Sul|Instituto Federal Catarinense
University Santo Amaro|Universidade de Santo Amaro
Instituto Municipal de Investigación Médica (IMIM)|Institut Hospital del Mar d'Investigacions Mèdiques
Instituto Federal de Educação, Ciência e Tecnologia Triângulo Mineiro|Instituto Federal de Educação, Ciência e Tecnologia Triângulo Mineiro
Universidad Colegio Mayor de Cundinamarca|Universidad Colegio Mayor de Cundinamarca
PUC|Pontifícia Universidade Católica de Campinas
Universidade de Veneza|Università Ca' Foscari Venezia
Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul|Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul
Univ. Estadual de Campinas|Universidade Estadual de Campinas
SSMSO|Hospital del Salvador
Centro de Salud Margaritas|Centro de Salud Margaritas
Asociación Española Contra el Cáncer|Asociación Española Contra el Cáncer
DIESAT|Departamento Intersindical de Estudos e Pesquisas de Saúde e dos Ambientes de Trabalho
U.S. Naval Medical Research Center Detachment|Destacamento Naval de Investigación Médica de los Estados Unidos
Clínica Sinus Center|Clínica Sinus Center
Institute for Technological Research|Instituto de Pesquisas Tecnológicas do Estado de São Paulo
Campo Experimental La Posta|Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias
Instituto Cardiovascular Denton Cooley|Instituto del Corazon Denton Arthur Cooley 
Univ. Estadual Paulista|Universidade Estadual Paulista
Hospital Docente Clinicoquirúrgico Ciro Redondo García|Hospital General Docente "Ciro Redondo García"
Clínica Marchesini|Clínica Marchesini
Hospital Universitario de Bellvitge|Hospital Universitari de Bellvitge
SBACV|Sociedade Brasileira de Angiologia e de Cirurgia Vascular
Centro de Estudios Avanzados en Zonas Áridas|Centro de Estudios Avanzados en Zonas Áridas
IUniversidade Estadual de Londrina|Universidade Estadual de Londrina 
Xinxiang Medical University|Xinxiang Medical University
Cemagref|Centre National du Machinisme Agricole, du Genie Rural, des Eaux et des Forets
Hospital Cabueñes|Hospital Cabueñes
Hospital de Yopal ESE|Hospital de Yopal 
Biocor Instituto|Biocor Instituto
Hospital Universitario de Fuenlabrada|Hospital Universitario de Fuenlabrada
PUC/SP|Pontifícia Universidade Católica de São Paulo
Pontifícia Universidade Católica|Pontifícia Universidade Católica do Rio Grande do Sul
Hospital Governador Israel Pinheiro|Instituto de Previdência dos Servidores do Estado de Minas Gerais
Universidad de la Republica del Uruguay|Universidad de la República
BAP Health Outcomes|BAP Health Outcomes Research
Universidad Pablo de Olavide|Universidad Pablo de Olavide
Hospital das Clínicas de Curitiba|Universidade Federal do Paraná
Shiraz University|Shiraz University
Campinas University|Universidade Estadual de Campinas
Centro de Biología Molecular|Universidad Autónoma de Madrid
Hospital Español|Hospital Español
Royal Botanic Gardens|Royal Botanic Gardens
University of KwaZulu-Natal|Inyuvesi YaKwaZulu-Natali
